
 REGION_ID    DEPT_ID PRODUCT_ID     EMP_ID EMP_QTY_SOLD REGION_PROD_TOTAL  RATIO2RPT
       101        204         10       1063         4498           1856153 .002423292
       101        204         13       1077         4474           1846182  .00242338
       101        201         11       1066         4467           1843273 .002423407
       103        203         12       1071         4474           1846140 .002423435
       102        201         16       1024         4472           1845178 .002423614
       102        204         17       1032         4470           1844241 .002423761
       102        202         17       1087         4470           1844241 .002423761
       101        204         17       1001         4508           1859788 .002423932
       101        202         14       1075         4472           1844866 .002424024
       102        204         15       1037         4467           1842759 .002424083
       103        201         17       1023         4488           1851415 .002424092
       103        202         10       1070         4456           1838179 .002424138
       103        201         10       1073         4456           1838179 .002424138
       102        201         10       1046         4503           1857548 .002424163
       103        201         16       1091         4522           1865345 .002424216
       102        201         11       1085         4486           1850494 .002424218
       103        204         18       1029         4511           1860696 .002424362
       101        201         10       1059         4500           1856153 .002424369
       101        201         16       1087         4492           1852607 .002424691
       102        204         10       1026         4504           1857548 .002424702
       101        201         15       1045         4518           1863293 .002424739
       101        201         15       1061         4518           1863293 .002424739
       103        201         16       1028         4523           1865345 .002424753
       101        201         10       1080         4501           1856153 .002424908
       101        202         17       1057         4510           1859788 .002425008
       103        201         12       1046         4477           1846140  .00242506
       103        201         12       1066         4477           1846140  .00242506
       102        202         14       1088         4531           1868309 .002425188
       103        204         10       1011         4458           1838179 .002425226
       103        202         10       1076         4458           1838179 .002425226
       103        202         10       1098         4458           1838179 .002425226
       102        204         16       1081         4475           1845178  .00242524
       102        202         11       1044         4488           1850494 .002425298
       102        202         12       1011         4485           1849090 .002425517
       103        202         13       1061         4474           1844543 .002425533
       101        204         13       1062         4478           1846182 .002425546
       103        203         12       1097         4478           1846140 .002425602
       103        202         11       1022         4458           1837811 .002425712
       103        203         11       1062         4458           1837811 .002425712
       103        204         10       1087         4459           1838179  .00242577
       102        201         16       1065         4476           1845178 .002425782
       103        201         16       1008         4525           1865345 .002425825
       103        201         16       1010         4525           1865345 .002425825
       103        204         14       1053         4506           1857434 .002425927
       102        204         17       1069         4474           1844241  .00242593
       103        203         13       1090         4475           1844543 .002426075
       101        202         13       1008         4479           1846182 .002426088
       103        204         10       1008         4460           1838179 .002426314
       102        201         10       1002         4507           1857548 .002426317
       101        201         15       1082         4521           1863293 .002426349
       102        201         11       1028         4490           1850494 .002426379
       102        202         18       1038         4501           1855012 .002426399
       101        202         17       1006         4513           1859788 .002426621
       101        202         14       1097         4477           1844866 .002426735
       102        201         14       1050         4534           1868309 .002426793
       102        202         14       1050         4534           1868309 .002426793
       101        202         16       1093         4496           1852607  .00242685
       102        201         10       1013         4508           1857548 .002426855
       102        202         18       1025         4502           1855012 .002426938
       103        204         15       1078         4527           1865283 .002426978
       101        203         10       1094         4505           1856153 .002427063
       101        201         14       1059         4478           1844866 .002427277
       103        202         14       1019         4509           1857434 .002427543
       103        202         14       1029         4509           1857434 .002427543
       103        201         14       1063         4509           1857434 .002427543
       101        201         17       1017         4515           1859788 .002427696
       103        202         13       1029         4478           1844543 .002427702
       101        201         13       1084         4482           1846182 .002427713
       101        201         14       1002         4479           1844866 .002427819
       101        201         15       1077         4524           1863293  .00242796
       102        202         18       1076         4504           1855012 .002428017
       102        203         17       1033         4478           1844241 .002428099
       102        201         13       1043         4473           1842160 .002428128
       101        201         11       1011         4476           1843273 .002428289
       103        201         17       1058         4496           1851415 .002428413
       102        201         16       1020         4481           1845178 .002428492
       102        204         11       1058         4494           1850494 .002428541
       103        204         14       1066         4511           1857434 .002428619
       103        201         18       1056         4519           1860696 .002428661
       101        201         10       1010         4508           1856153 .002428679
       101        202         13       1058         4484           1846182 .002428796
       103        201         10       1042         4465           1838179 .002429034
       103        202         16       1037         4531           1865345 .002429041
       103        201         16       1046         4531           1865345 .002429041
       102        203         18       1053         4506           1855012 .002429095
       102        203         17       1061         4480           1844241 .002429184
       102        204         12       1067         4492           1849090 .002429303
       101        202         12       1071         4510           1856359 .002429487
       101        201         12       1081         4510           1856359 .002429487
       102        202         11       1031         4496           1850494 .002429621
       102        204         11       1064         4496           1850494 .002429621
       103        202         15       1036         4532           1865283 .002429658
       101        201         10       1098         4510           1856153 .002429757
       103        201         17       1018         4499           1851415 .002430033
       103        203         11       1041         4466           1837811 .002430065
       103        201         16       1026         4533           1865345 .002430113
       103        201         16       1042         4533           1865345 .002430113
       102        204         11       1086         4497           1850494 .002430162
       102        204         17       1086         4482           1844241 .002430268
       102        204         12       1073         4494           1849090 .002430385
       103        201         13       1074         4483           1844543 .002430412
       101        201         13       1068         4487           1846182 .002430421
       102        201         15       1006         4479           1842759 .002430595
       102        202         15       1050         4479           1842759 .002430595
       103        201         14       1003         4515           1857434 .002430773
       102        204         17       1054         4483           1844241  .00243081
       101        202         10       1049         4512           1856153 .002430834
       101        204         14       1059         4485           1844866 .002431071
       103        204         10       1065         4469           1838179  .00243121
       103        203         10       1072         4469           1838179  .00243121
       103        203         10       1080         4469           1838179  .00243121
       101        201         11       1035         4482           1843273 .002431544
       101        202         11       1057         4482           1843273 .002431544
       102        201         14       1028         4543           1868309 .002431611
       102        202         14       1091         4543           1868309 .002431611
       101        204         17       1039         4523           1859788 .002431998
       102        202         12       1088         4497           1849090 .002432007
       101        204         13       1089         4490           1846182 .002432046
       103        204         12       1041         4490           1846140 .002432102
       103        201         17       1044         4503           1851415 .002432194
       103        202         11       1089         4470           1837811 .002432241
       102        203         16       1074         4488           1845178 .002432286
       102        204         11       1050         4501           1850494 .002432323
       102        203         11       1060         4501           1850494 .002432323
       103        201         15       1074         4537           1865283 .002432339
       103        204         13       1022         4487           1844543 .002432581
       103        201         12       1029         4491           1846140 .002432643
       103        204         12       1084         4491           1846140 .002432643
       101        204         14       1017         4488           1844866 .002432697
       101        201         14       1096         4488           1844866 .002432697
       101        201         12       1024         4516           1856359 .002432719
       101        202         12       1082         4516           1856359 .002432719
       102        202         15       1028         4483           1842759 .002432765
       101        201         16       1049         4507           1852607 .002432788
       101        203         15       1031         4533           1863293  .00243279
       102        204         13       1033         4482           1842160 .002433013
       101        201         17       1096         4525           1859788 .002433073
       101        204         13       1023         4492           1846182  .00243313
       103        202         12       1009         4492           1846140 .002433185
       103        203         12       1062         4492           1846140 .002433185
       101        203         18       1002         4496           1847731 .002433255
       101        204         12       1060         4517           1856359 .002433258
       101        202         16       1025         4508           1852607 .002433328
       103        203         11       1026         4472           1837811  .00243333
       103        203         11       1046         4472           1837811  .00243333
       103        204         11       1068         4472           1837811  .00243333
       103        203         10       1077         4473           1838179 .002433387
       103        202         18       1086         4528           1860696 .002433498
       101        202         10       1092         4517           1856153 .002433528
       101        202         17       1094         4526           1859788 .002433611
       103        202         13       1007         4489           1844543 .002433665
       101        201         13       1007         4493           1846182 .002433671
       101        204         13       1032         4493           1846182 .002433671
       101        204         11       1089         4486           1843273 .002433714
       102        201         14       1089         4547           1868309 .002433752
       101        204         12       1073         4518           1856359 .002433796
       102        202         15       1004         4485           1842759 .002433851
       102        203         11       1044         4504           1850494 .002433945
       102        203         17       1065         4489           1844241 .002434064
       102        201         12       1035         4501           1849090  .00243417
       101        204         11       1088         4487           1843273 .002434257
       101        204         18       1032         4498           1847731 .002434337
       102        202         10       1042         4522           1857548 .002434392
       101        204         16       1054         4510           1852607 .002434407
       102        203         16       1040         4492           1845178 .002434453
       103        204         10       1020         4475           1838179 .002434475
       102        203         18       1074         4516           1855012 .002434486
       101        202         17       1009         4528           1859788 .002434686
       102        203         12       1023         4502           1849090 .002434711
       102        202         12       1083         4502           1849090 .002434711
       101        201         14       1076         4492           1844866 .002434865
       101        203         18       1082         4499           1847731 .002434878
       102        202         16       1091         4493           1845178 .002434995
       102        204         17       1018         4491           1844241 .002435148
       101        204         11       1065         4489           1843273 .002435342
       101        204         18       1055         4500           1847731 .002435419
       102        201         10       1054         4524           1857548 .002435469
       102        203         15       1010         4488           1842759 .002435479
       103        202         15       1019         4543           1865283 .002435555
       103        203         18       1019         4532           1860696 .002435648
       101        204         17       1059         4530           1859788 .002435761
       102        203         12       1090         4504           1849090 .002435793
       101        202         13       1027         4497           1846182 .002435838
       101        201         13       1047         4497           1846182 .002435838
       101        201         12       1025         4522           1856359 .002435951
       101        202         16       1098         4513           1852607 .002436027
       103        203         11       1086         4477           1837811  .00243605
       102        203         11       1073         4508           1850494 .002436106
       103        204         10       1029         4478           1838179 .002436107
       101        203         17       1094         4531           1859788 .002436299
       101        202         11       1099         4491           1843273 .002436427
       103        204         12       1086         4498           1846140 .002436435
       101        201         14       1084         4495           1844866 .002436491
       102        202         10       1033         4526           1857548 .002436545
       102        203         18       1069         4520           1855012 .002436642
       102        202         11       1060         4509           1850494 .002436647
       103        204         14       1078         4526           1857434 .002436695
       103        204         18       1050         4534           1860696 .002436723
       102        204         13       1019         4489           1842160 .002436813
       101        201         11       1048         4492           1843273 .002436969
       101        203         11       1089         4492           1843273 .002436969
       103        203         12       1029         4499           1846140 .002436977
       101        203         12       1013         4524           1856359 .002437029
       101        201         18       1091         4503           1847731 .002437043
       103        203         17       1009         4512           1851415 .002437055
       102        204         16       1059         4497           1845178 .002437163
       102        203         11       1018         4510           1850494 .002437187
       101        204         10       1088         4524           1856153 .002437299
       102        204         14       1094         4554           1868309 .002437498
       103        202         12       1006         4500           1846140 .002437518
       101        204         12       1098         4525           1856359 .002437567
       103        203         15       1031         4547           1865283   .0024377
       102        204         18       1010         4522           1855012  .00243772
       102        202         11       1027         4511           1850494 .002437727
       102        201         17       1016         4496           1844241 .002437859
       103        202         13       1076         4497           1844543 .002438002
       101        201         13       1080         4501           1846182 .002438004
       101        203         18       1062         4505           1847731 .002438125
       102        204         15       1051         4493           1842759 .002438192
       102        202         16       1005         4499           1845178 .002438247
       103        203         10       1036         4482           1838179 .002438283
       101        203         10       1063         4526           1856153 .002438377
       102        202         13       1025         4492           1842160 .002438442
       102        201         12       1071         4509           1849090 .002438497
       101        204         13       1018         4502           1846182 .002438546
       103        203         12       1049         4502           1846140 .002438602
       103        203         11       1076         4482           1837811 .002438771
       103        202         18       1093         4538           1860696 .002438872
       101        202         10       1088         4527           1856153 .002438915
       102        202         13       1077         4493           1842160 .002438985
       102        202         12       1043         4510           1849090 .002439038
       102        201         14       1025         4557           1868309 .002439104
       103        204         12       1065         4503           1846140 .002439143
       103        204         12       1099         4503           1846140 .002439143
       103        201         11       1028         4483           1837811 .002439315
       103        204         14       1040         4531           1857434 .002439387
       102        203         12       1049         4511           1849090 .002439578
       102        203         14       1071         4558           1868309 .002439639
       101        204         11       1043         4497           1843273 .002439682
       101        201         12       1051         4529           1856359 .002439722
       102        202         10       1029         4532           1857548 .002439775
       101        203         16       1096         4520           1852607 .002439805
       103        201         15       1095         4551           1865283 .002439844
       101        201         10       1076         4529           1856153 .002439993
       102        203         17       1084         4500           1844241 .002440028
       101        204         11       1023         4498           1843273 .002440225
       101        204         14       1046         4502           1844866 .002440286
       101        201         18       1011         4509           1847731  .00244029
       103        202         17       1099         4518           1851415 .002440296
       103        201         16       1029         4552           1865345 .002440299
       103        202         10       1028         4486           1838179 .002440459
       103        204         14       1032         4533           1857434 .002440464
       103        204         13       1042         4502           1844543 .002440713
       102        201         10       1032         4534           1857548 .002440852
       103        204         11       1017         4486           1837811 .002440947
       102        201         11       1049         4517           1850494  .00244097
       103        202         10       1024         4487           1838179 .002441003
       102        202         17       1066         4502           1844241 .002441113
       101        203         13       1003         4507           1846182 .002441254
       103        204         16       1006         4554           1865345 .002441371
       103        204         16       1046         4554           1865345 .002441371
       103        204         16       1047         4554           1865345 .002441371
       103        204         16       1090         4554           1865345 .002441371
       103        204         17       1007         4520           1851415 .002441376
       101        201         15       1032         4549           1863293 .002441377
       102        202         15       1038         4499           1842759 .002441448
       102        204         15       1074         4499           1842759 .002441448
       103        203         11       1072         4487           1837811 .002441492
       102        201         11       1066         4518           1850494  .00244151
       101        203         17       1005         4541           1859788 .002441676
       101        202         17       1042         4541           1859788 .002441676
       101        203         17       1067         4541           1859788 .002441676
       102        203         12       1075         4515           1849090 .002441742
       102        201         14       1026         4562           1868309  .00244178
       102        204         14       1065         4562           1868309  .00244178
       103        201         17       1010         4521           1851415 .002441916
       102        203         10       1007         4536           1857548 .002441929
       102        204         18       1008         4530           1855012 .002442033
       102        204         11       1051         4519           1850494 .002442051
       102        203         11       1054         4519           1850494 .002442051
       103        203         18       1045         4544           1860696 .002442097
       101        202         17       1062         4542           1859788 .002442214
       102        201         12       1022         4516           1849090 .002442282
       102        204         12       1078         4516           1849090 .002442282
       101        202         13       1050         4509           1846182 .002442338
       101        204         12       1002         4534           1856359 .002442416
       101        204         16       1064         4525           1852607 .002442504
       102        201         15       1038         4501           1842759 .002442533
       102        203         18       1071         4531           1855012 .002442572
       102        201         11       1013         4520           1850494 .002442591
       102        202         11       1053         4520           1850494 .002442591
       103        204         14       1068         4537           1857434 .002442617
       103        202         10       1069         4490           1838179 .002442635
       102        202         14       1039         4564           1868309 .002442851
       103        202         12       1088         4510           1846140 .002442935
       101        204         14       1096         4507           1844866 .002442996
       102        202         11       1064         4521           1850494 .002443131
       103        203         18       1020         4546           1860696 .002443172
       103        203         18       1048         4546           1860696 .002443172
       102        204         17       1021         4506           1844241 .002443282
       103        201         17       1075         4524           1851415 .002443536
       102        201         16       1056         4509           1845178 .002443667
       103        204         10       1066         4492           1838179 .002443723
       103        204         12       1026         4512           1846140 .002444018
       101        201         15       1038         4554           1863293  .00244406
       101        202         15       1079         4554           1863293  .00244406
       103        204         17       1013         4525           1851415 .002444077
       101        204         18       1024         4516           1847731 .002444079
       101        201         14       1092         4509           1844866  .00244408
       103        201         18       1020         4548           1860696 .002444247
       102        201         13       1094         4503           1842160 .002444413
       102        201         12       1006         4520           1849090 .002444446
       103        203         13       1042         4509           1844543 .002444508
       101        204         16       1086         4529           1852607 .002444663
       103        203         18       1029         4549           1860696 .002444784
       103        201         18       1059         4549           1860696 .002444784
       102        203         17       1086         4509           1844241 .002444908
       103        204         15       1008         4561           1865283 .002445205
       102        204         15       1077         4506           1842759 .002445247
       103        203         14       1045         4542           1857434 .002445309
       101        201         10       1040         4539           1856153  .00244538
       102        203         13       1062         4505           1842160 .002445499
       101        201         15       1047         4557           1863293  .00244567
       103        204         17       1088         4528           1851415 .002445697
       103        202         15       1069         4562           1865283 .002445741
       102        201         18       1065         4537           1855012 .002445806
       102        204         11       1089         4526           1850494 .002445833
       102        203         11       1098         4526           1850494 .002445833
       101        204         10       1033         4540           1856153 .002445919
       101        202         10       1064         4540           1856153 .002445919
       102        204         12       1093         4523           1849090 .002446068
       101        201         12       1034         4541           1856359 .002446186
       101        201         18       1068         4520           1847731 .002446244
       103        202         14       1006         4544           1857434 .002446386
       101        201         15       1004         4559           1863293 .002446743
       102        203         15       1035         4509           1842759 .002446874
       101        204         10       1053         4542           1856153 .002446997
       102        203         17       1075         4513           1844241 .002447077
       103        202         13       1046         4514           1844543 .002447219
       101        204         15       1042         4560           1863293  .00244728
       102        203         10       1095         4546           1857548 .002447312
       101        203         16       1091         4534           1852607 .002447362
       102        203         11       1075         4529           1850494 .002447455
       103        202         18       1085         4554           1860696 .002447471
       102        201         13       1036         4509           1842160  .00244767
       102        204         13       1081         4509           1842160  .00244767
       101        203         12       1001         4544           1856359 .002447802
       101        203         12       1019         4544           1856359 .002447802
       101        204         15       1026         4561           1863293 .002447817
       101        202         11       1054         4512           1843273  .00244782
       103        201         17       1082         4532           1851415 .002447857
       101        203         16       1019         4535           1852607 .002447902
       101        202         16       1095         4535           1852607 .002447902
       103        202         14       1033         4547           1857434 .002448001
       101        204         10       1060         4544           1856153 .002448074
       101        202         10       1076         4544           1856153 .002448074
       102        202         14       1016         4574           1868309 .002448203
       101        201         13       1015         4520           1846182 .002448296
       102        201         18       1015         4542           1855012 .002448502
       102        204         11       1070         4531           1850494 .002448535
       103        203         10       1041         4501           1838179 .002448619
       102        201         13       1097         4511           1842160 .002448756
       103        204         16       1019         4568           1865345 .002448877
       101        204         18       1096         4525           1847731  .00244895
       101        203         14       1040         4518           1844866 .002448958
       103        204         18       1003         4557           1860696 .002449084
       102        201         16       1006         4519           1845178 .002449086
       103        201         11       1079         4501           1837811 .002449109
       103        201         10       1030         4502           1838179 .002449163
       103        201         16       1099         4569           1865345 .002449413
       101        204         18       1044         4526           1847731 .002449491
       101        204         18       1085         4526           1847731 .002449491
       103        202         10       1023         4503           1838179 .002449707
       103        203         12       1015         4523           1846140 .002449977
       103        201         15       1006         4570           1865283  .00245003
       103        204         14       1006         4551           1857434 .002450154
       102        204         16       1004         4521           1845178  .00245017
       102        203         16       1046         4521           1845178  .00245017
       102        201         14       1019         4578           1868309 .002450344
       101        203         13       1093         4524           1846182 .002450463
       103        204         12       1069         4524           1846140 .002450518
       103        203         15       1010         4571           1865283 .002450566
       103        204         14       1017         4552           1857434 .002450693
       103        203         14       1069         4552           1857434 .002450693
       102        201         11       1001         4535           1850494 .002450697
       102        201         14       1044         4579           1868309 .002450879
       102        202         12       1018         4532           1849090 .002450935
       101        201         12       1019         4550           1856359 .002451035
       101        203         12       1052         4550           1856359 .002451035
       101        203         15       1003         4567           1863293 .002451037
       101        203         15       1069         4567           1863293 .002451037
       102        203         10       1071         4553           1857548 .002451081
       102        204         15       1022         4517           1842759 .002451216
       103        201         13       1003         4522           1844543 .002451556
       103        201         13       1056         4522           1844543 .002451556
       101        204         15       1001         4568           1863293 .002451574
       103        203         15       1021         4573           1865283 .002451639
       102        201         15       1005         4518           1842759 .002451758
       102        204         16       1026         4524           1845178 .002451796
       103        203         12       1016         4527           1846140 .002452143
       103        203         12       1066         4527           1846140 .002452143
       101        202         11       1074         4520           1843273  .00245216
       103        203         17       1043         4540           1851415 .002452178
       102        201         15       1002         4519           1842759 .002452301
       102        203         15       1091         4519           1842759 .002452301
       103        204         14       1080         4555           1857434 .002452308
       102        203         16       1013         4525           1845178 .002452338
       101        202         17       1070         4561           1859788  .00245243
       102        204         17       1010         4523           1844241 .002452499
       101        202         12       1040         4553           1856359 .002452651
       103        203         12       1055         4528           1846140 .002452685
       101        204         14       1018         4525           1844866 .002452753
       101        203         16       1045         4544           1852607  .00245276
       102        204         15       1059         4520           1842759 .002452844
       103        202         14       1031         4556           1857434 .002452846
       102        204         16       1098         4526           1845178  .00245288
       103        203         11       1028         4508           1837811 .002452918
       103        201         11       1099         4508           1837811 .002452918
       103        201         16       1090         4576           1865345 .002453166
       101        201         13       1024         4529           1846182 .002453171
       101        201         12       1058         4554           1856359 .002453189
       103        202         15       1032         4576           1865283 .002453247
       101        202         14       1055         4526           1844866 .002453295
       101        204         14       1055         4526           1844866 .002453295
       103        201         14       1024         4557           1857434 .002453385
       102        202         11       1020         4540           1850494 .002453399
       102        201         11       1059         4540           1850494 .002453399
       102        204         11       1075         4540           1850494 .002453399
       101        204         10       1082         4554           1856153 .002453462
       103        203         10       1026         4510           1838179 .002453515
       102        204         14       1003         4584           1868309 .002453556
       102        202         14       1055         4584           1868309 .002453556
       102        202         17       1040         4525           1844241 .002453584
       101        201         15       1095         4572           1863293  .00245372
       101        203         12       1056         4555           1856359 .002453728
       103        203         15       1069         4577           1865283 .002453783
       103        202         17       1057         4543           1851415 .002453799
       101        202         14       1087         4527           1844866 .002453837
       101        202         16       1036         4546           1852607 .002453839
       101        202         10       1068         4555           1856153    .002454
       101        201         17       1048         4564           1859788 .002454043
       102        204         12       1092         4538           1849090  .00245418
       101        201         15       1028         4573           1863293 .002454257
       103        204         13       1028         4527           1844543 .002454266
       103        201         15       1015         4578           1865283 .002454319
       102        203         18       1008         4553           1855012 .002454432
       103        204         18       1038         4567           1860696 .002454458
       103        202         15       1099         4579           1865283 .002454855
       103        201         17       1008         4545           1851415 .002454879
       103        202         17       1068         4545           1851415 .002454879
       103        201         14       1073         4560           1857434    .002455
       103        204         11       1038         4512           1837811 .002455095
       103        201         10       1049         4513           1838179 .002455147
       103        203         10       1085         4513           1838179 .002455147
       102        204         17       1090         4528           1844241 .002455211
       101        203         15       1055         4575           1863293  .00245533
       103        201         13       1002         4529           1844543 .002455351
       102        202         10       1095         4561           1857548 .002455387
       103        204         15       1017         4580           1865283 .002455391
       103        204         15       1081         4580           1865283 .002455391
       102        204         11       1016         4544           1850494 .002455561
       103        204         18       1083         4570           1860696  .00245607
       102        204         15       1008         4526           1842759   .0024561
       102        202         15       1042         4526           1842759   .0024561
       102        204         16       1050         4532           1845178 .002456132
       103        202         11       1045         4514           1837811 .002456183
       102        202         12       1019         4542           1849090 .002456343
       101        202         15       1024         4577           1863293 .002456404
       103        203         13       1024         4531           1844543 .002456435
       101        204         11       1097         4528           1843273   .0024565
       101        202         18       1097         4539           1847731 .002456526
       102        202         18       1068         4557           1855012 .002456588
       102        202         11       1011         4546           1850494 .002456641
       102        202         11       1025         4546           1850494 .002456641
       102        204         15       1036         4527           1842759 .002456642
       102        201         14       1021         4590           1868309 .002456767
       103        204         16       1061         4583           1865345 .002456918
       103        201         16       1079         4583           1865345 .002456918
       101        201         12       1071         4561           1856359  .00245696
       103        204         13       1097         4532           1844543 .002456977
       102        202         10       1019         4564           1857548 .002457002
       103        203         17       1024         4549           1851415  .00245704
       101        204         18       1012         4540           1847731 .002457068
       102        203         18       1003         4558           1855012 .002457127
       103        201         18       1076         4572           1860696 .002457145
       102        201         11       1076         4547           1850494 .002457182
       102        201         16       1091         4534           1845178 .002457216
       103        201         11       1062         4516           1837811 .002457271
       103        201         11       1097         4516           1837811 .002457271
       102        204         12       1015         4544           1849090 .002457425
       102        204         10       1038         4565           1857548 .002457541
       103        202         12       1087         4537           1846140  .00245756
       103        203         12       1096         4537           1846140  .00245756
       101        201         14       1077         4534           1844866 .002457631
       103        201         18       1068         4573           1860696 .002457683
       102        202         11       1030         4548           1850494 .002457722
       101        204         17       1062         4571           1859788 .002457807
       102        204         13       1043         4528           1842160 .002457984
       103        203         15       1048         4585           1865283 .002458072
       103        203         17       1086         4551           1851415  .00245812
       101        203         11       1070         4531           1843273 .002458127
       102        202         15       1022         4530           1842759  .00245827
       103        201         16       1052         4586           1865345 .002458526
       102        201         13       1048         4529           1842160 .002458527
       103        202         12       1073         4539           1846140 .002458643
       101        201         16       1034         4555           1852607 .002458697
       101        204         14       1009         4536           1844866 .002458715
       102        202         18       1046         4561           1855012 .002458744
       101        204         10       1084         4564           1856153 .002458849
       101        201         17       1010         4573           1859788 .002458882
       101        203         15       1064         4582           1863293 .002459087
       101        203         13       1018         4540           1846182 .002459129
       103        204         13       1006         4536           1844543 .002459146
       102        203         10       1042         4568           1857548 .002459156
       102        201         10       1089         4568           1857548 .002459156
       101        202         11       1068         4533           1843273 .002459212
       102        204         11       1021         4551           1850494 .002459343
       103        201         10       1051         4521           1838179 .002459499
       101        204         15       1028         4583           1863293 .002459624
       101        201         15       1042         4583           1863293 .002459624
       101        204         13       1026         4541           1846182 .002459671
       101        203         11       1092         4534           1843273 .002459755
       103        202         18       1048         4577           1860696 .002459832
       103        202         14       1020         4569           1857434 .002459845
